ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P501A_17,P501AA_17,P501A_18,P501AA_18,P501A_19,P501AA_19,P501A_20,P501AA_20,P501A_21,P501AA_21,P501A_22,P501AA_22,OMICAP500
2021.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01846,00088,7,Completa,Selva,Selva,291.6581632653061,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01846,00148,14,Completa,Selva,Selva,291.6581632653061,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,15.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01889,00004,2,Completa,Selva,Selva,291.6581632653061,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,2.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01889,00027,4,Completa,Selva,Selva,291.6581632653061,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,8.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01889,00056,7,Completa,Selva,Selva,291.6581632653061,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01889,00073,9,Completa,Selva,Selva,291.6581632653061,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01889,00112,12,Completa,Selva,Selva,291.6581632653061,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01889,00125,13,Completa,Selva,Selva,291.6581632653061,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,02,CHIRINOS,01946,00009,1,Completa,Selva,Selva,340.2678571428571,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,02,CHIRINOS,01946,00052,4,Completa,Selva,Selva,340.2678571428571,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,02,CHIRINOS,01946,00087,8,Completa,Selva,Selva,340.2678571428571,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,02,CHIRINOS,01946,00124,11,Completa,Selva,Selva,340.2678571428571,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00005,1,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00049,2,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00098,4,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00146,5,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00184,7,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00268,10,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00312,11,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00319,12,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01974,00008,2,Completa,Selva,Selva,291.6581632653061,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01974,00023,3,Completa,Selva,Selva,291.6581632653061,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01974,00025,4,Completa,Selva,Selva,291.6581632653061,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01974,00036,5,Completa,Selva,Selva,291.6581632653061,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01974,00055,8,Completa,Selva,Selva,291.6581632653061,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01974,00068,9,Completa,Selva,Selva,291.6581632653061,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01974,00069,10,Completa,Selva,Selva,291.6581632653061,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01974,00084,12,Completa,Selva,Selva,291.6581632653061,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,03,CHONTALI,02056,00007,1,Completa,Sierra,Sierra Norte,273.60865384615386,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,28.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,03,CHONTALI,02056,00010,2,Completa,Sierra,Sierra Norte,273.60865384615386,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,40.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,03,CHONTALI,02056,00058,6,Completa,Sierra,Sierra Norte,273.60865384615386,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,40.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,03,CHONTALI,02056,00065,7,Completa,Sierra,Sierra Norte,273.60865384615386,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,03,CHONTALI,02056,00093,9,Completa,Sierra,Sierra Norte,273.60865384615386,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,38.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,03,CHONTALI,02056,00115,11,Completa,Sierra,Sierra Norte,273.60865384615386,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,45.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,03,CHONTALI,02056,00116,12,Completa,Sierra,Sierra Norte,273.60865384615386,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,03,CHONTALI,02056,00135,13,Completa,Sierra,Sierra Norte,273.60865384615386,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,45.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,03,CHONTALI,02056,00147,14,Completa,Sierra,Sierra Norte,273.60865384615386,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,22.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02073,00003,1,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02073,00005,2,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02073,00011,3,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02073,00016,4,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,20.0,Sí,20.0,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02073,00020,5,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02073,00047,8,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02073,00057,9,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02073,00058,10,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02073,00065,11,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02073,00077,12,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02081,00001,1,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,1.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02081,00015,2,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02081,00029,3,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,10.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02081,00041,5,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,15.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02081,00048,6,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02081,00065,7,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,6.0,No,,Sí,6.0,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02081,00085,9,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,15.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02081,00127,13,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,15.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02090,00015,2,Completa,Selva,Selva,314.09340659340654,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02090,00028,4,Completa,Selva,Selva,314.09340659340654,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02090,00050,6,Completa,Selva,Selva,314.09340659340654,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,8.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02090,00115,12,Completa,Selva,Selva,314.09340659340654,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02090,00129,13,Completa,Selva,Selva,314.09340659340654,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02102,00009,2,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,25.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02102,00011,3,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02102,00017,4,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02102,00034,6,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02102,00043,7,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02102,00046,8,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02102,00052,9,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02102,00065,10,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02102,00075,11,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,2.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02102,00078,12,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02102,00080,13,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,10.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02102,00084,14,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02137,00003,1,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02137,00012,2,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02137,00037,4,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02137,00043,6,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02137,00050,7,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02137,00074,9,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02137,00085,10,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02137,00105,13,Completa,Selva,Selva,291.65816326530614,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02144,00003,1,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02144,00015,3,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02144,00039,6,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,25.0,No,,No,,No,,No,,Sí,25.0,
2021.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02144,00047,7,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,20.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02144,00052,8,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02144,00053,9,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02144,00080,11,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,10.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,08,PUCARA,02212,00006,1,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,3.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,08,PUCARA,02212,00016,3,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,08,PUCARA,02212,00020,4,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,08,PUCARA,02212,00038,6,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,3.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,08,PUCARA,02212,00051,7,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,08,PUCARA,02212,00063,8,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,08,PUCARA,02212,00076,9,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,5.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,08,PUCARA,02212,00098,11,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,5.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,08,PUCARA,02212,00110,13,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,08,JAEN,08,PUCARA,02212,00114,14,Completa,Selva,Selva,314.0934065934066,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02222,00005,1,Completa,Sierra,Sierra Norte,323.3556818181818,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,30.0,Sí,30.0,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02222,00007,2,Completa,Sierra,Sierra Norte,323.3556818181818,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,30.0,No,,Sí,30.0,No,,No,,No,,
2021.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02222,00016,3,Completa,Sierra,Sierra Norte,323.3556818181818,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,10.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02222,00023,4,Completa,Sierra,Sierra Norte,323.3556818181818,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,6.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02222,00048,7,Completa,Sierra,Sierra Norte,323.3556818181818,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02222,00049,8,Completa,Sierra,Sierra Norte,323.3556818181818,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,20.0,No,,Sí,20.0,No,,No,,No,,
2021.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02222,00058,9,Completa,Sierra,Sierra Norte,323.3556818181818,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,25.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02222,00074,11,Completa,Sierra,Sierra Norte,323.3556818181818,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02222,00084,12,Completa,Sierra,Sierra Norte,323.3556818181818,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02222,00087,13,Completa,Sierra,Sierra Norte,323.3556818181818,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,25.0,No,,No,,No,,No,,No,,
2021.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02237,00001,1,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,10.0,No,,No,,No,,
