ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P229G_N,P204_NOM_200D,P204_COD_200D,P229G_NOM,P229G_COD,P229H_CANT_ENT,P229H_CANT_DEC,P229H_UM,P229H_UM_COD,P229H_EQUIV,P229I_1_CANT_ENT,P229I_1_CANT_DEC,P229I_PREC_ENT,P229I_PREC_DEC,P229I_VAL,P229I_2_ENT,P229I_2_DEC,P229I_3_ENT,P229I_3_DEC,OMICAP200_03
2018.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07254,00112,12,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,25.0,000,SACO,19,30.0,0.0,000,,,,25.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07254,00112,12,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,ARVEJA GRANO SECO,2501.0,RASTROJO DE ARVEJA,8888.0,11.0,000,TERCIO,20,23.0,0.0,000,,,,11.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07254,00114,13,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,80.0,000,SACO,19,40.0,0.0,000,,,,80.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07254,00125,14,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,4.0,000,SACO,19,40.0,0.0,000,,,,4.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,01,OTUZCO,07254,00125,14,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,ARVEJA GRANO SECO,2501.0,RASTROJO DE ARVEJA,8888.0,10.0,000,PACA,43,40.0,0.0,000,,,,10.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,04,CHARAT,07265,00019,3,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,30.0,000,PACA,43,30.0,0.0,000,,,,0.0,000,30.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,04,CHARAT,07265,00035,5,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,30.0,000,CARGA,09,30.0,0.0,000,,,,0.0,000,30.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,04,CHARAT,07265,00047,6,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,40.0,000,CARGA,09,20.0,0.0,000,,,,40.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,04,CHARAT,07265,00053,8,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,3.0,000,TERCIO,20,12.0,0.0,000,,,,3.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,04,CHARAT,07265,00053,8,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,3.0,000,CARGA,09,15.0,0.0,000,,,,3.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,04,CHARAT,07265,00057,9,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,TERCIO,20,15.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,04,CHARAT,07265,00066,10,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,3.0,000,CARGA,09,15.0,0.0,000,,,,3.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,04,CHARAT,07265,00069,11,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,2.0,000,TERCIO,20,15.0,0.0,000,,,,0.0,000,2.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,04,CHARAT,07265,00076,12,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,3.0,000,ARROBA,01,11.5,0.0,000,,,,0.0,000,3.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,04,CHARAT,07265,00082,13,,Completa,Sierra,Sierra Norte,92.20879120879123,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,CARGA,09,8.0,0.0,000,,,,0.0,000,20.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,05,HUARANCHAL,07274,00023,3,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,25.0,000,CARGA,09,25.0,0.0,000,,,,25.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07296,00025,3,,Completa,Sierra,Sierra Norte,99.301775147929,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,5.0,000,CARGA,09,12.0,0.0,000,,,,5.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07318,00011,1,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,5.0,000,ARROBA,01,11.5,0.0,000,,,,0.0,000,5.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07318,00024,3,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,TERCIO,20,10.0,0.0,000,,,,0.0,000,10.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07318,00029,4,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,15.0,000,TERCIO,20,15.0,0.0,000,,,,15.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07318,00034,5,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,6.0,000,SACO,19,30.0,0.0,000,,,,0.0,000,6.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07318,00041,6,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,4.0,000,ARROBA,01,11.5,4.0,000,10.0,00,40.0,0.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07318,00048,7,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,30.0,000,ARROBA,01,11.5,0.0,000,,,,30.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07318,00055,8,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,KILO,12,1.0,10.0,000,0.0,25,3.0,0.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07318,00066,9,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,12.0,000,TERCIO,20,20.0,0.0,000,,,,12.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07318,00073,10,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,2.0,000,TERCIO,20,15.0,0.0,000,,,,0.0,000,2.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07318,00079,11,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,8.0,000,CARGA,09,7.0,8.0,000,5.0,00,40.0,0.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07318,00095,13,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,5.0,000,CARGA,09,3.0,5.0,000,1.0,00,5.0,0.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07328,00002,1,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,11.0,000,SAQUIILLO,88,12.0,0.0,000,,,,0.0,000,11.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07328,00012,2,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,16.0,000,TERCIO,20,15.0,0.0,000,,,,16.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07328,00012,2,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,20.0,000,SACO,19,30.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07328,00027,4,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,TERCIO,20,15.0,0.0,000,,,,0.0,000,10.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07328,00027,4,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,8.0,000,SACO,19,30.0,0.0,000,,,,0.0,000,8.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07328,00028,5,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,3.0,000,ARROBA,01,11.5,0.0,000,,,,3.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07328,00046,10,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,2.0,000,ARROBA,01,11.5,0.0,000,,,,0.0,000,2.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07328,00054,11,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,2.0,000,ARROBA,01,11.5,0.0,000,,,,2.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07328,00064,12,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,10.0,000,ARROBA,01,11.5,0.0,000,,,,10.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07345,00025,3,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,6.0,000,CARGA,09,20.0,0.0,000,,,,6.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07345,00041,4,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,TERCIO,20,15.0,0.0,000,,,,0.0,000,10.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,14,USQUIL,07345,00136,13,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,20.0,000,SACO,19,30.0,0.0,000,,,,0.0,000,20.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07354,00011,2,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,23.0,000,CARGA,09,7.0,0.0,000,,,,23.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07354,00041,4,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA GRANO SECO,2501.0,RASTROJO DE ARVEJA,8888.0,3.0,000,CARGA,09,15.0,0.0,000,,,,3.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07354,00041,4,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,8.0,000,SACO,19,30.0,0.0,000,,,,8.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07354,00058,5,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,3.0,000,CARGA,09,3.0,0.0,000,,,,0.0,000,3.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07354,00074,7,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,8.0,000,SACO,19,30.0,0.0,000,,,,0.0,000,8.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07354,00089,8,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,56.0,000,ARROBA,01,11.5,0.0,000,,,,56.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07354,00089,8,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,36.0,000,ARROBA,01,11.5,0.0,000,,,,36.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07354,00091,10,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,4.0,000,TERCIO,20,10.0,0.0,000,,,,4.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,02,AGALLPAMPA,07354,00126,14,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,20.0,000,ARROBA,01,11.5,0.0,000,,,,20.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,08,MACHE,07384,00001,1,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,4.0,000,CARGA,09,25.0,0.0,000,,,,4.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,08,MACHE,07384,00015,3,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,25.0,000,KILO,12,1.0,25.0,000,0.0,10,3.0,0.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,08,MACHE,07384,00022,4,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,30.0,000,ARROBA,01,11.5,0.0,000,,,,30.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,08,MACHE,07384,00027,6,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,8.0,000,ARROBA,01,11.5,0.0,000,,,,8.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,08,MACHE,07384,00082,14,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,27.0,000,SACO,19,30.0,0.0,000,,,,27.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,08,MACHE,07385,00003,1,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,6.0,000,ARROBA,01,11.5,0.0,000,,,,0.0,000,6.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,08,MACHE,07385,00007,2,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,20.0,000,ARROBA,01,11.5,0.0,000,,,,20.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,08,MACHE,07385,00017,3,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,12.0,000,ARROBA,01,11.5,0.0,000,,,,12.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,08,MACHE,07385,00030,5,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,20.0,000,ARROBA,01,11.5,0.0,000,,,,20.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,08,MACHE,07385,00049,6,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,1.0,000,ARROBA,01,11.5,0.0,000,,,,1.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,08,MACHE,07385,00076,9,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,750.0,000,ARROBA,01,11.5,0.0,000,,,,750.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,08,MACHE,07385,00076,9,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,ARROBA,01,11.5,0.0,000,,,,20.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,08,MACHE,07385,00084,10,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,50.0,000,PACA,43,30.0,0.0,000,,,,50.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,08,MACHE,07385,00087,11,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,40.0,000,SACO,19,30.0,40.0,000,15.0,00,600.0,0.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,08,MACHE,07385,00114,13,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,80.0,000,KILO,12,1.0,0.0,000,,,,80.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,08,MACHE,07385,00114,13,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,PAPA BLANCA,2612.0,RASTROJO DE PAPA,8888.0,1.0,500,ARROBA,01,11.5,0.0,000,,,,1.0,500,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,08,MACHE,07385,00115,14,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,30.0,000,PACA,43,40.0,0.0,000,,,,30.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,11,SALPO,07402,00004,1,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,36.0,000,PACA,43,23.0,0.0,000,,,,36.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,11,SALPO,07402,00018,3,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,19.0,000,TERCIO,20,23.0,0.0,000,,,,19.0,000,0.0,000,
2018.0,13,LA LIBERTAD,06,OTUZCO,11,SALPO,07402,00022,4,,Completa,Sierra,Sierra Norte,92.20879120879121,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,18.0,000,SACO,19,30.0,0.0,000,,,,18.0,000,0.0,000,
