ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P419_N,P419_NOM,P419_COD,P420_CANT_ENT,P420_CANT_DEC,P420_UM,P420_UM_COD,P420_EQUIV,P421_1_CANT_ENT,P421_1_CANT_DEC,P421_1_PREC_ENT,P421_1_PREC_DEC,P421_1_VAL,P421_2_CANT_ENT,P421_2_CANT_DEC,P421_3_CANT_ENT,P421_3_CANT_DEC,OMICAP400_04
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,02,CAÑARIS,01600,00027,2,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,0.0,00,,,,20.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,02,CAÑARIS,01600,00040,4,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,18.0,00,KILO,12,1.0,0.0,00,,,,18.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,02,CAÑARIS,01600,00051,5,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,8.0,00,KILO,12,1.0,0.0,00,,,,8.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,02,CAÑARIS,01600,00097,11,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,48.0,00,KILO,12,1.0,0.0,00,,,,48.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,02,CAÑARIS,01600,00123,13,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,24.0,00,KILO,12,1.0,0.0,00,,,,24.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,02,CAÑARIS,01600,00140,14,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,0.0,00,,,,20.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,02,CAÑARIS,01602,00055,7,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,25.0,00,KILO,12,1.0,0.0,00,,,,20.0,00,5.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01616,00012,1,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,4.0,00,KILO,12,1.0,0.0,00,,,,4.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01616,00022,2,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,40.0,00,KILO,12,1.0,0.0,00,,,,40.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01616,00032,3,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,120.0,00,KILO,12,1.0,0.0,00,,,,120.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01616,00043,4,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,42.0,00,KILO,12,1.0,0.0,00,,,,42.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01616,00053,5,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,64.0,00,KILO,12,1.0,0.0,00,,,,64.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01616,00067,7,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,88.0,00,KILO,12,1.0,0.0,00,,,,88.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01616,00101,10,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,251.0,40,KILO,12,1.0,125.0,70,6.0,00,754.0,125.0,70,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01616,00114,12,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,72.0,00,KILO,12,1.0,10.0,00,7.0,00,70.0,62.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01616,00124,13,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,60.0,00,KILO,12,1.0,0.0,00,,,,60.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01616,00134,14,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,30.0,00,KILO,12,1.0,0.0,00,,,,30.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01617,00020,2,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,54.0,00,KILO,12,1.0,25.0,00,5.0,00,125.0,29.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01617,00031,3,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,60.0,00,KILO,12,1.0,20.0,00,5.0,00,100.0,35.0,00,5.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01617,00043,4,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,45.0,00,KILO,12,1.0,20.0,00,5.0,00,100.0,20.0,00,5.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01617,00055,5,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,96.0,00,KILO,12,1.0,46.0,00,5.0,00,230.0,40.0,00,10.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01617,00062,6,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,125.0,00,KILO,12,1.0,70.0,00,5.0,00,350.0,50.0,00,5.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01617,00087,8,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,22.0,00,KILO,12,1.0,10.0,00,5.0,00,50.0,12.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01617,00103,9,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,96.0,00,KILO,12,1.0,60.0,00,5.0,00,300.0,36.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01617,00110,10,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,190.0,00,KILO,12,1.0,120.0,00,5.0,00,600.0,50.0,00,20.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01617,00119,11,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,13.0,75,KILO,12,1.0,0.0,00,,,,13.0,75,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01617,00159,14,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,70.0,00,KILO,12,1.0,50.0,00,9.0,00,450.0,20.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01619,00029,2,,Completa,Sierra,Sierra Norte,27.722222222222214,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,80.0,00,KILO,12,1.0,0.0,00,,,,80.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01619,00048,4,,Completa,Sierra,Sierra Norte,27.722222222222214,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,36.0,00,KILO,12,1.0,0.0,00,,,,36.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01619,00060,5,,Completa,Sierra,Sierra Norte,27.722222222222214,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,84.0,00,KILO,12,1.0,0.0,00,,,,84.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01619,00083,7,,Completa,Sierra,Sierra Norte,27.722222222222214,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,15.0,00,KILO,12,1.0,0.0,00,,,,15.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01619,00088,8,,Completa,Sierra,Sierra Norte,27.722222222222214,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,300.0,00,KILO,12,1.0,0.0,00,,,,300.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01619,00095,9,,Completa,Sierra,Sierra Norte,27.722222222222214,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,96.0,00,KILO,12,1.0,0.0,00,,,,96.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01619,00109,10,,Completa,Sierra,Sierra Norte,27.722222222222214,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,0.0,00,,,,20.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01619,00113,11,,Completa,Sierra,Sierra Norte,27.722222222222214,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,30.0,00,KILO,12,1.0,0.0,00,,,,30.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01619,00128,13,,Completa,Sierra,Sierra Norte,27.722222222222214,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,50.0,00,KILO,12,1.0,0.0,00,,,,50.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01619,00138,14,,Completa,Sierra,Sierra Norte,27.722222222222214,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,96.0,00,KILO,12,1.0,0.0,00,,,,96.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01622,00027,2,,Completa,Sierra,Sierra Norte,27.722222222222214,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,187.0,50,KILO,12,1.0,120.0,00,10.0,00,1200.0,55.0,00,12.0,50,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01622,00037,4,,Completa,Sierra,Sierra Norte,27.722222222222214,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,90.0,00,KILO,12,1.0,60.0,00,8.0,00,480.0,20.0,00,10.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01622,00048,5,,Completa,Sierra,Sierra Norte,27.722222222222214,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,52.0,00,KILO,12,1.0,30.0,00,8.0,00,240.0,15.0,00,7.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01622,00122,12,,Completa,Sierra,Sierra Norte,27.722222222222214,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,62.0,50,KILO,12,1.0,30.0,00,10.0,00,300.0,25.0,00,7.0,50,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01622,00139,14,,Completa,Sierra,Sierra Norte,27.722222222222214,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,90.0,00,KILO,12,1.0,60.0,00,10.0,00,600.0,25.0,00,5.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01623,00062,5,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,24.0,00,KILO,12,1.0,0.0,00,,,,24.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01623,00071,6,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,12.0,00,KILO,12,1.0,0.0,00,,,,12.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01623,00091,9,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,18.0,00,KILO,12,1.0,0.0,00,,,,18.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01623,00104,10,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,16.0,00,KILO,12,1.0,0.0,00,,,,16.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01623,00118,12,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,30.0,00,KILO,12,1.0,0.0,00,,,,30.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01623,00128,13,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,36.0,00,KILO,12,1.0,0.0,00,,,,36.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01623,00139,14,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,32.0,00,KILO,12,1.0,0.0,00,,,,32.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01634,00014,3,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,10.0,00,8.0,00,80.0,8.0,00,2.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01634,00058,8,,Completa,Sierra,Sierra Norte,25.74206349206349,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,18.0,00,KILO,12,1.0,0.0,00,,,,18.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01637,00012,2,,Completa,Sierra,Sierra Norte,25.742063492063497,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,42.0,00,KILO,12,1.0,0.0,00,,,,37.0,00,5.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01637,00017,3,,Completa,Sierra,Sierra Norte,25.742063492063497,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,168.0,00,KILO,12,1.0,0.0,00,,,,168.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01637,00019,4,,Completa,Sierra,Sierra Norte,25.742063492063497,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,35.0,00,KILO,12,1.0,0.0,00,,,,35.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01637,00022,5,,Completa,Sierra,Sierra Norte,25.742063492063497,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,12.0,00,KILO,12,1.0,0.0,00,,,,12.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01637,00036,7,,Completa,Sierra,Sierra Norte,25.742063492063497,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,60.0,00,KILO,12,1.0,0.0,00,,,,50.0,00,10.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01637,00063,10,,Completa,Sierra,Sierra Norte,25.742063492063497,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,35.0,00,KILO,12,1.0,0.0,00,,,,30.0,00,5.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01637,00067,11,,Completa,Sierra,Sierra Norte,25.742063492063497,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,0.0,00,,,,19.0,00,1.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01637,00078,12,,Completa,Sierra,Sierra Norte,25.742063492063497,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,50.0,00,KILO,12,1.0,0.0,00,,,,50.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01637,00092,13,,Completa,Sierra,Sierra Norte,25.742063492063497,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,18.0,00,KILO,12,1.0,0.0,00,,,,18.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01637,00094,14,,Completa,Sierra,Sierra Norte,25.742063492063497,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,18.0,00,KILO,12,1.0,0.0,00,,,,16.0,00,2.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01638,00048,5,,Completa,Sierra,Sierra Norte,30.03240740740741,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,58.0,75,KILO,12,1.0,30.0,00,7.0,00,210.0,25.0,00,3.0,75,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01638,00068,8,,Completa,Sierra,Sierra Norte,30.03240740740741,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,50.0,00,KILO,12,1.0,30.0,00,7.0,00,210.0,15.0,00,5.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01638,00069,9,,Completa,Sierra,Sierra Norte,30.03240740740741,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,65.0,00,KILO,12,1.0,45.0,00,8.0,00,360.0,15.0,00,5.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01638,00083,10,,Completa,Sierra,Sierra Norte,30.03240740740741,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,35.0,00,KILO,12,1.0,10.0,00,8.0,00,80.0,25.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01638,00090,11,,Completa,Sierra,Sierra Norte,30.03240740740741,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,53.0,00,KILO,12,1.0,35.0,00,8.0,00,280.0,10.0,00,8.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01638,00101,13,,Completa,Sierra,Sierra Norte,30.03240740740741,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,52.0,00,KILO,12,1.0,30.0,00,8.0,00,240.0,15.0,00,7.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01638,00111,14,,Completa,Sierra,Sierra Norte,30.03240740740741,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,24.0,00,KILO,12,1.0,0.0,00,,,,20.0,00,4.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,05,PITIPO,01653,00052,7,,Completa,Costa,Costa Norte,60.99184149184148,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,0.0,00,,,,15.0,00,5.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,05,PITIPO,01654,00048,5,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,0.0,00,,,,15.0,00,5.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,05,PITIPO,01654,00076,9,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,25.0,00,KILO,12,1.0,0.0,00,,,,20.0,00,5.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,05,PITIPO,01661,00056,7,,Completa,Costa,Costa Norte,60.99184149184149,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CUAJADA,4203.0,40.0,00,KILO,12,1.0,0.0,00,,,,18.0,00,22.0,00,
2018.0,14,LAMBAYEQUE,02,FERREÑAFE,05,PITIPO,01661,00114,13,,Completa,Costa,Costa Norte,60.99184149184149,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,125.0,00,KILO,12,1.0,120.0,00,12.0,00,1440.0,5.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,01,CHICLAYO,10,OYOTUN,01719,00033,3,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,6.0,00,KILO,12,1.0,0.0,00,,,,6.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,01,CHICLAYO,10,OYOTUN,01719,00059,5,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,10.0,00,KILO,12,1.0,0.0,00,,,,10.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,01,CHICLAYO,10,OYOTUN,01719,00108,12,,Completa,Costa,Costa Norte,56.63528138528139,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,9.0,00,KILO,12,1.0,0.0,00,,,,9.0,00,0.0,00,
2018.0,14,LAMBAYEQUE,01,CHICLAYO,10,OYOTUN,01721,00050,5,,Completa,Costa,Costa Norte,60.99184149184149,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,300.0,00,KILO,12,1.0,100.0,00,8.0,00,800.0,50.0,00,150.0,00,
2018.0,14,LAMBAYEQUE,01,CHICLAYO,13,REQUE,01753,00057,5,,Completa,Costa,Costa Norte,56.635281385281374,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,10.0,00,KILO,12,1.0,0.0,00,,,,9.0,00,1.0,00,
2018.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01836,00661,9,,Completa,Selva,Selva,289.62244897959187,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,480.0,00,KILO,12,1.0,450.0,00,15.0,00,6750.0,15.0,00,15.0,00,
2018.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00184,7,,Completa,Selva,Selva,289.62244897959187,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CUAJADA,4203.0,55.0,00,KILO,12,1.0,0.0,00,,,,50.0,00,5.0,00,
2018.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02073,00029,5,,Completa,Selva,Selva,289.6224489795918,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CUAJADA,4203.0,17.0,50,KILO,12,1.0,0.0,00,,,,15.0,00,2.0,50,
