ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,TipoMuestra,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P419_N,P419_NOM,P419_COD,P421_1,P421_2,P421_3
2014.0,Pasco,PASCO,01,PASCO,09,SIMON BOLIVAR,10734,00080,10,,Muestral,Completa,SIERRA,SIERRA CENTRO,24.7282051282,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,01,PASCO,09,SIMON BOLIVAR,10734,00093,12,,Muestral,Completa,SIERRA,SIERRA CENTRO,24.7282051282,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Pasco,PASCO,01,PASCO,09,SIMON BOLIVAR,10734,00114,14,,Muestral,Completa,SIERRA,SIERRA CENTRO,24.7282051282,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,01,PASCO,09,SIMON BOLIVAR,10734,00114,14,,Muestral,Completa,SIERRA,SIERRA CENTRO,24.7282051282,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,2.0,QUESO,4208.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,01,PASCO,09,SIMON BOLIVAR,10734,00114,14,,Muestral,Completa,SIERRA,SIERRA CENTRO,24.7282051282,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,3.0,YOGURT,4213.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,01,PASCO,09,SIMON BOLIVAR,10735,00113,1,GRANJAS Y ESTABLOS,Muestral,Completa,SIERRA,,4.6491935,Grandes productores/as agropecuarios/as,pase,Pecuaria,1.0,QUESO,4208.0,Venta,0.0,0.0
2014.0,Pasco,PASCO,01,PASCO,11,TINYAHUARCO,10739,00064,7,,Muestral,Completa,SIERRA,SIERRA CENTRO,22.9619047619,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,01,PASCO,12,VICCO,10740,00055,4,,Muestral,Completa,SIERRA,SIERRA CENTRO,22.9619047619,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,01,PASCO,12,VICCO,10740,00083,6,,Muestral,Completa,SIERRA,SIERRA CENTRO,22.9619047619,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,01,PASCO,12,VICCO,10740,00112,8,,Muestral,Completa,SIERRA,SIERRA CENTRO,22.9619047619,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,01,PASCO,12,VICCO,10740,00139,10,,Muestral,Completa,SIERRA,SIERRA CENTRO,22.9619047619,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,01,PASCO,12,VICCO,10740,00179,14,,Muestral,Completa,SIERRA,SIERRA CENTRO,22.9619047619,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,01,PASCO,12,VICCO,10741,00070,1,EMPRESAS,Muestral,Completa,SIERRA,,5.7039711,Grandes productores/as agropecuarios/as,pase,Pecuaria,1.0,QUESO,4208.0,Venta,0.0,Otros
2014.0,Pasco,PASCO,01,PASCO,04,HUAYLLAY,10747,00094,1,EMPRESAS,Muestral,Completa,SIERRA,,5.7039711,Grandes productores/as agropecuarios/as,pase,Pecuaria,1.0,QUESO,4208.0,Venta,0.0,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,05,POZUZO,10752,00031,1,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,05,POZUZO,10752,00031,1,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,2.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,05,POZUZO,10753,00028,3,,Muestral,Completa,SELVA,SELVA,48.8769230769,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,05,POZUZO,10753,00073,2,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,05,POZUZO,10753,00081,10,,Muestral,Completa,SELVA,SELVA,48.8769230769,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,0.0,Consumo del hogar,Otros
2014.0,Pasco,PASCO,03,OXAPAMPA,05,POZUZO,10753,00126,5,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,04,PALCAZU,10755,00009,1,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,04,PALCAZU,10756,00090,3,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,04,PALCAZU,10757,00029,5,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,04,PALCAZU,10758,00001,1,,Muestral,Completa,SELVA,SELVA,52.95,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,04,PALCAZU,10758,00013,5,,Muestral,Completa,SELVA,SELVA,52.95,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,08,CONSTITUCION,10781,00057,10,,Muestral,Completa,SELVA,SELVA,45.3857142857,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,08,CONSTITUCION,10781,00066,12,,Muestral,Completa,SELVA,SELVA,45.3857142857,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,08,CONSTITUCION,10784,00019,3,,Muestral,Completa,SELVA,SELVA,45.3857142857,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,08,CONSTITUCION,10784,00065,8,,Muestral,Completa,SELVA,SELVA,45.3857142857,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,06,PUERTO BERMUDEZ,10794,00070,2,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,06,PUERTO BERMUDEZ,10796,00047,3,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,Otros
2014.0,Pasco,PASCO,03,OXAPAMPA,07,VILLA RICA,10820,00099,8,,Muestral,Completa,SELVA,SELVA,45.3857142857,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,0.0,Consumo del hogar,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,07,VILLA RICA,10820,00179,14,,Muestral,Completa,SELVA,SELVA,45.3857142857,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,0.0,0.0
2014.0,Pasco,PASCO,03,OXAPAMPA,07,VILLA RICA,10826,00075,7,,Muestral,Completa,SELVA,SELVA,45.3857142857,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,08,YAULI,07,SANTA BARBARA DE CARHUACAYAN,10870,00017,2,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,08,YAULI,07,SANTA BARBARA DE CARHUACAYAN,10870,00018,3,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,Otros
2014.0,Junín,JUNÍN,08,YAULI,07,SANTA BARBARA DE CARHUACAYAN,10870,00018,3,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,2.0,ARTICULOS DE LANA O CUERO,4201.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,08,YAULI,07,SANTA BARBARA DE CARHUACAYAN,10870,00018,3,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,3.0,CHARQUI,4211.0,0.0,Consumo del hogar,Otros
2014.0,Junín,JUNÍN,08,YAULI,07,SANTA BARBARA DE CARHUACAYAN,10870,00028,4,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,08,YAULI,07,SANTA BARBARA DE CARHUACAYAN,10870,00037,5,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,ARTICULOS DE LANA O CUERO,4201.0,0.0,0.0,Otros
2014.0,Junín,JUNÍN,08,YAULI,07,SANTA BARBARA DE CARHUACAYAN,10870,00065,8,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,ARTICULOS DE LANA O CUERO,4201.0,Venta,0.0,0.0
2014.0,Junín,JUNÍN,08,YAULI,07,SANTA BARBARA DE CARHUACAYAN,10870,00074,9,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,08,YAULI,07,SANTA BARBARA DE CARHUACAYAN,10870,00094,11,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,08,YAULI,07,SANTA BARBARA DE CARHUACAYAN,10870,00104,12,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,ARTICULOS DE LANA O CUERO,4201.0,0.0,0.0,Otros
2014.0,Junín,JUNÍN,08,YAULI,07,SANTA BARBARA DE CARHUACAYAN,10870,00113,13,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,ARTICULOS DE LANA O CUERO,4201.0,0.0,0.0,Otros
2014.0,Junín,JUNÍN,08,YAULI,07,SANTA BARBARA DE CARHUACAYAN,10870,00125,14,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,08,YAULI,07,SANTA BARBARA DE CARHUACAYAN,10870,00127,1,GRANJAS Y ESTABLOS,Censal,Completa,SIERRA,,1.0804598,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,0.0,Otros
2014.0,Junín,JUNÍN,08,YAULI,07,SANTA BARBARA DE CARHUACAYAN,10870,00127,1,GRANJAS Y ESTABLOS,Censal,Completa,SIERRA,,1.0804598,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,2.0,MANTEQUILLA,4206.0,Venta,0.0,0.0
2014.0,Junín,JUNÍN,08,YAULI,07,SANTA BARBARA DE CARHUACAYAN,10870,00127,1,GRANJAS Y ESTABLOS,Censal,Completa,SIERRA,,1.0804598,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,3.0,YOGURT,4213.0,Venta,0.0,Otros
2014.0,Junín,JUNÍN,08,YAULI,01,LA OROYA,10876,00115,1,GRANJAS Y ESTABLOS,Censal,Completa,SIERRA,,1.0804598,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,0.0,Otros
2014.0,Junín,JUNÍN,08,YAULI,01,LA OROYA,10876,00115,1,GRANJAS Y ESTABLOS,Censal,Completa,SIERRA,,1.0804598,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,2.0,YOGURT,4213.0,Venta,0.0,0.0
2014.0,Junín,JUNÍN,08,YAULI,01,LA OROYA,10876,00115,1,GRANJAS Y ESTABLOS,Censal,Completa,SIERRA,,1.0804598,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,3.0,MANTEQUILLA,4206.0,Venta,0.0,Otros
2014.0,Junín,JUNÍN,08,YAULI,02,CHACAPALPA,10878,00092,1,GRANJAS Y ESTABLOS,Muestral,Completa,SIERRA,,4.6491935,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,0.0,Otros
2014.0,Junín,JUNÍN,08,YAULI,03,HUAY-HUAY,10880,00128,1,GRANJAS Y ESTABLOS,Muestral,Completa,SIERRA,,4.6491935,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,0.0,0.0
2014.0,Junín,JUNÍN,08,YAULI,09,SUITUCANCHA,10883,00013,2,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,08,YAULI,09,SUITUCANCHA,10883,00022,3,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,08,YAULI,09,SUITUCANCHA,10883,00037,5,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,08,YAULI,09,SUITUCANCHA,10883,00045,7,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,08,YAULI,09,SUITUCANCHA,10883,00052,8,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,08,YAULI,09,SUITUCANCHA,10883,00060,9,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,08,YAULI,09,SUITUCANCHA,10883,00075,11,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,08,YAULI,09,SUITUCANCHA,10883,00090,13,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,08,YAULI,09,SUITUCANCHA,10883,00097,14,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,05,JUNIN,03,ONDORES,10887,00005,1,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,05,JUNIN,03,ONDORES,10887,00021,3,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,05,JUNIN,03,ONDORES,10887,00026,4,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,0.0,0.0
2014.0,Junín,JUNÍN,05,JUNIN,03,ONDORES,10887,00029,6,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,QUESO,4208.0,Venta,0.0,Otros
2014.0,Junín,JUNÍN,05,JUNIN,03,ONDORES,10887,00087,12,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,0.0,0.0
2014.0,Junín,JUNÍN,05,JUNIN,04,ULCUMAYO,10907,00001,1,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,05,JUNIN,04,ULCUMAYO,10907,00001,1,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,CHARQUI,4211.0,0.0,Consumo del hogar,Otros
2014.0,Junín,JUNÍN,05,JUNIN,04,ULCUMAYO,10907,00005,2,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,05,JUNIN,04,ULCUMAYO,10907,00038,4,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,Otros
2014.0,Junín,JUNÍN,05,JUNIN,04,ULCUMAYO,10907,00091,11,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,Otros
2014.0,Junín,JUNÍN,05,JUNIN,01,JUNIN,10914,00112,1,EMPRESAS,Muestral,Completa,SIERRA,,5.7039711,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,0.0,Otros
2014.0,Junín,JUNÍN,05,JUNIN,01,JUNIN,10915,00134,3,EMPRESAS,Muestral,Completa,SIERRA,,5.7039711,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,0.0,0.0
2014.0,Junín,JUNÍN,05,JUNIN,01,JUNIN,10915,00134,3,EMPRESAS,Muestral,Completa,SIERRA,,5.7039711,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,2.0,MANTEQUILLA,4206.0,Venta,0.0,Otros
2014.0,Junín,JUNÍN,07,TARMA,08,SAN PEDRO DE CAJAS,10919,00060,4,GRANJAS Y ESTABLOS,Muestral,Completa,SIERRA,,4.6491935,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,0.0,0.0
2014.0,Junín,JUNÍN,07,TARMA,08,SAN PEDRO DE CAJAS,10919,00148,5,EMPRESAS,Muestral,Completa,SIERRA,,5.7039711,Grandes productores/as agropecuarios/as,Agricola,Pecuaria,1.0,CHARQUI,4211.0,0.0,0.0,Otros
2014.0,Junín,JUNÍN,07,TARMA,04,HUASAHUASI,10936,00009,1,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,07,TARMA,04,HUASAHUASI,10936,00032,4,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,ARTICULOS DE LANA O CUERO,4201.0,0.0,0.0,Otros
2014.0,Junín,JUNÍN,07,TARMA,04,HUASAHUASI,10936,00032,4,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,07,TARMA,04,HUASAHUASI,10936,00051,7,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,07,TARMA,04,HUASAHUASI,10936,00081,12,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,07,TARMA,04,HUASAHUASI,10936,00093,13,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,07,TARMA,04,HUASAHUASI,10936,00095,14,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,07,TARMA,04,HUASAHUASI,10938,00019,3,,Muestral,Completa,SIERRA,SIERRA CENTRO,90.6175824176,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,0.0,0.0
2014.0,Junín,JUNÍN,07,TARMA,04,HUASAHUASI,10938,00046,7,,Muestral,Completa,SIERRA,SIERRA CENTRO,90.6175824176,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,0.0,0.0
2014.0,Junín,JUNÍN,07,TARMA,04,HUASAHUASI,10945,00027,3,,Muestral,Completa,SIERRA,SIERRA CENTRO,90.6175824176,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,07,TARMA,04,HUASAHUASI,10945,00027,3,,Muestral,Completa,SIERRA,SIERRA CENTRO,90.6175824176,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,CHARQUI,4211.0,0.0,Consumo del hogar,Otros
2014.0,Junín,JUNÍN,07,TARMA,04,HUASAHUASI,10945,00071,6,,Muestral,Completa,SIERRA,SIERRA CENTRO,90.6175824176,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,07,TARMA,04,HUASAHUASI,10945,00077,7,,Muestral,Completa,SIERRA,SIERRA CENTRO,90.6175824176,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,07,TARMA,01,TARMA,11008,00006,1,,Muestral,Completa,SIERRA,SIERRA CENTRO,90.6175824176,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,07,TARMA,01,TARMA,11015,00043,4,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,07,TARMA,01,TARMA,11018,00021,3,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,Venta,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,07,TARMA,03,HUARICOLCA,11034,00015,3,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,pase,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,07,TARMA,03,HUARICOLCA,11034,00026,4,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,07,TARMA,03,HUARICOLCA,11034,00031,6,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,QUESO,4208.0,0.0,Consumo del hogar,0.0
2014.0,Junín,JUNÍN,07,TARMA,03,HUARICOLCA,11034,00073,13,,Muestral,Completa,SIERRA,SIERRA CENTRO,84.1448979592,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,CHARQUI,4211.0,0.0,Consumo del hogar,0.0
