ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,FACTOR,CODIGO,P101A,P102_1,P102_2,P404AA_1,P404AA_2,P404AA_3,P404AA_4,P404AA_5,P404AA_6,P410AA,P410AB1,P410AB2,P410AC_CANT_1,P410AC_CANT_2,P410AD,P410AD1,P410AE,OMICAP400_02
2018.0,10,HUÁNUCO,06,LEONCIO PRADO,01,RUPA-RUPA,09798,00114,2,Granjas y Establos,Completa,Selva,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,1.0,0.0,0.0,050,24.0,Manual?,Pozo,
2018.0,10,HUÁNUCO,01,HUANUCO,01,HUANUCO,10110,00075,3,Granjas y Establos,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,1.0,0.0,032,800.0,Manual?,Río/riachuelo,
2018.0,10,HUÁNUCO,01,HUANUCO,01,HUANUCO,10114,00083,6,Granjas y Establos,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Sociedad de responsabilidad limitada (SRL)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,0.0,1.0,0.0,100,5000.0,Manual?,Pozo,
2018.0,10,HUÁNUCO,01,HUANUCO,05,MARGOS,10157,00128,1,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,011,420.0,Manual?,Manantial,
2018.0,10,HUÁNUCO,01,HUANUCO,05,MARGOS,10157,00130,2,Granjas y Establos,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,5.0,0.0,0.0,063,2000.0,Manual?,Río/riachuelo,
2018.0,10,HUÁNUCO,11,YAROWILCA,01,CHAVINILLO,10254,00035,1,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,2.0,0.0,0.0,013,300.0,Manual?,Red pública,
2018.0,10,HUÁNUCO,11,YAROWILCA,03,CHACABAMBA,10276,00127,1,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,2.0,0.0,0.0,025,1500.0,Manual?,Red pública,
2018.0,10,HUÁNUCO,11,YAROWILCA,08,CHORAS,10286,00117,1,Granjas y Establos,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,2.0,1.0,0.0,010,380.0,Manual?,Manantial,
2018.0,10,HUÁNUCO,02,AMBO,08,TOMAY KICHWA,10344,00121,1,Empresa,Completa,Sierra,7.315270935960592,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,100,50.0,Manual?,Manantial,
2018.0,25,UCAYALI,01,CORONEL PORTILLO,06,NUEVA REQUENA,10476,00105,1,Empresa,Completa,Selva,1.0089686098654709,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,0.0,8.0,1.0,200,120000.0,Manual?,Pozo,
2018.0,25,UCAYALI,01,CORONEL PORTILLO,05,YARINACOCHA,10486,00055,1,Granjas Avícolas,Completa,Selva,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,0.0,5.0,0.0,175,5000.0,Manual?,Pozo,
2018.0,25,UCAYALI,01,CORONEL PORTILLO,02,CAMPOVERDE,10510,00123,1,Granjas Avícolas,Completa,Selva,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad de responsabilidad limitada (SRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,8.0,2.0,1.0,500,195000.0,Manual?,Pozo,
2018.0,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10520,00124,1,Granjas Avícolas,Completa,Selva,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,0.0,4.0,0.0,058,3480.0,Manual?,Cisterna,
2018.0,25,UCAYALI,01,CORONEL PORTILLO,07,MANANTAY,10520,00176,2,Granjas Avícolas,Completa,Selva,4.223076923076923,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,2.0,11.0,0.0,395,31600.0,Manual?,Cisterna,
2018.0,19,PASCO,01,PASCO,13,YANACANCHA,10719,00060,2,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,004,150.0,Manual?,Red pública,
2018.0,19,PASCO,01,PASCO,13,YANACANCHA,10720,00044,3,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,004,100.0,Manual?,Red pública,
2018.0,19,PASCO,01,PASCO,13,YANACANCHA,10721,00037,7,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,005,120.0,Manual?,Red pública,
2018.0,19,PASCO,03,OXAPAMPA,05,POZUZO,10753,00122,14,Persona Natural,Completa,Selva,1.0674157303370786,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,004,200.0,Manual?,Red pública,
2018.0,19,PASCO,03,OXAPAMPA,04,PALCAZU,10758,00071,11,Persona Natural,Completa,Selva,1.0674157303370786,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,002,60.0,Manual?,Pozo,
2018.0,19,PASCO,03,OXAPAMPA,08,CONSTITUCION,10783,00016,8,Persona Natural,Completa,Selva,3.4887892376681617,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,001,25.0,Manual?,Pozo,
2018.0,19,PASCO,03,OXAPAMPA,07,VILLA RICA,10820,00119,2,Persona Natural,Completa,Selva,1.0674157303370786,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,1.0,0.0,0.0,100,100.0,Manual?,Pozo,
2018.0,19,PASCO,03,OXAPAMPA,01,OXAPAMPA,10837,00081,1,Granjas y Establos,Completa,Selva,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,028,10.0,Manual?,Río/riachuelo,
2018.0,19,PASCO,03,OXAPAMPA,01,OXAPAMPA,10837,00081,1,Granjas y Establos,Completa,Selva,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,1.0,0.0,0.0,010,120.0,Manual?,Río/riachuelo,
2018.0,12,JUNÍN,08,YAULI,07,SANTA BARBARA DE CARHUACAYAN,10870,00127,1,Granjas y Establos,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,4.0,4.0,0.0,020,100.0,Manual?,Red pública,
2018.0,12,JUNÍN,07,TARMA,05,LA UNION,10959,00123,1,Empresa,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Sociedad anónima abierta (SAA)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,2.0,0.0,0.0,024,2000.0,Manual?,Manantial,
2018.0,12,JUNÍN,03,CHANCHAMAYO,01,CHANCHAMAYO,11064,00058,1,Granjas Avícolas,Completa,Selva,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,30.0,0.0,6.0,400,799000.0,Manual?,Pozo,
2018.0,12,JUNÍN,03,CHANCHAMAYO,01,CHANCHAMAYO,11064,00058,1,Granjas Avícolas,Completa,Selva,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pavos de engorde,0.0,1.0,0.0,060,1800.0,Automatico?,Pozo,
2018.0,12,JUNÍN,04,JAUJA,07,EL MANTARO,11506,00058,1,Granjas y Establos,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,7.0,0.0,0.0,076,3800.0,Manual?,Red pública,
2018.0,12,JUNÍN,04,JAUJA,04,ATAURA,11519,00032,1,Granjas y Establos,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,4.0,2.0,0.0,060,7200.0,Manual?,Red pública,
2018.0,12,JUNÍN,04,JAUJA,12,JULCAN,11528,00089,1,Granjas y Establos,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,2.0,0.0,0.0,030,2700.0,Manual?,Red pública,
2018.0,12,JUNÍN,02,CONCEPCION,15,SANTA ROSA DE OCOPA,11677,00098,1,Granjas y Establos,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,200,8000.0,Manual?,Red pública,
2018.0,12,JUNÍN,02,CONCEPCION,13,ORCOTUNA,11706,00004,1,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,030,1800.0,Manual?,Red pública,
2018.0,12,JUNÍN,09,CHUPACA,05,HUAMANCACA CHICO,11799,00090,1,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,035,1782.0,Manual?,Red pública,
2018.0,12,JUNÍN,09,CHUPACA,05,HUAMANCACA CHICO,11802,00013,2,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,2.0,0.0,0.0,012,2122.0,Manual?,Red pública,
2018.0,12,JUNÍN,09,CHUPACA,05,HUAMANCACA CHICO,11802,00013,2,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,1.0,0.0,0.0,002,40.0,Manual?,Red pública,
2018.0,12,JUNÍN,09,CHUPACA,08,TRES DE DICIEMBRE,11809,00044,1,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,004,140.0,Manual?,Red pública,
2018.0,12,JUNÍN,01,HUANCAYO,14,EL TAMBO,11897,00048,1,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,003,200.0,Manual?,Red pública,
2018.0,12,JUNÍN,01,HUANCAYO,14,EL TAMBO,11897,00053,2,Granjas y Establos,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,4.0,0.0,0.0,050,2000.0,Manual?,Red pública,
2018.0,12,JUNÍN,01,HUANCAYO,14,EL TAMBO,11898,00001,3,Granjas y Establos,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,2.0,0.0,0.0,200,26.0,Manual?,Río/riachuelo,
2018.0,12,JUNÍN,01,HUANCAYO,14,EL TAMBO,11898,00001,3,Granjas y Establos,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,2.0,0.0,0.0,045,2270.0,Manual?,Río/riachuelo,
2018.0,15,LIMA,02,BARRANCA,02,PARAMONGA,12001,00113,2,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,3.0,0.0,0.0,100,10000.0,Manual?,Pozo,
2018.0,15,LIMA,02,BARRANCA,02,PARAMONGA,12002,00151,3,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,44.0,0.0,11.0,750,1448784.0,Automatico?,Pozo,
2018.0,15,LIMA,02,BARRANCA,03,PATIVILCA,12005,00053,1,Granjas Avícolas,Incompleta,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,0.0,12.0,1.0,728,180000.0,Manual?,Cisterna,
2018.0,15,LIMA,02,BARRANCA,03,PATIVILCA,12005,00053,1,Granjas Avícolas,Incompleta,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de reproductores padre de engorde,0.0,26.0,3.0,744,109200.0,Manual?,Cisterna,
2018.0,15,LIMA,02,BARRANCA,03,PATIVILCA,12005,00053,1,Granjas Avícolas,Incompleta,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pavos de engorde,0.0,4.0,0.0,576,26000.0,Manual?,Cisterna,
2018.0,15,LIMA,02,BARRANCA,03,PATIVILCA,12011,00080,2,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Pase,Centro de engorde vacuno,9.0,0.0,0.0,360,80.0,Manual?,Red pública,
2018.0,15,LIMA,02,BARRANCA,03,PATIVILCA,12011,00080,2,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,18.0,0.0,0.0,270,170.0,Manual?,Red pública,
2018.0,15,LIMA,02,BARRANCA,03,PATIVILCA,12013,00131,3,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,015,1500.0,Manual?,Red pública,
2018.0,15,LIMA,02,BARRANCA,03,PATIVILCA,12014,00072,4,Empresa,Completa,Costa,1.0089686098654709,Grandes productores/as agropecuarios/as,¿Sociedad anónima abierta (SAA)?,¿Agrícola?,¿Pecuaria?,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Pase,Centro de engorde vacuno,73.0,0.0,7.0,000,2450.0,Automatico?,Manantial,
2018.0,15,LIMA,02,BARRANCA,05,SUPE PUERTO,12026,00029,1,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,4.0,0.0,0.0,480,20000.0,Manual?,Pozo,
2018.0,15,LIMA,02,BARRANCA,05,SUPE PUERTO,12027,00098,2,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,9.0,0.0,0.0,150,100.0,Manual?,Red pública,
2018.0,15,LIMA,02,BARRANCA,04,SUPE,12035,00103,2,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Sociedad de responsabilidad limitada (SRL)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,6.0,2.0,0.0,770,92050.0,Manual?,Pozo,
2018.0,15,LIMA,02,BARRANCA,04,SUPE,12038,00134,4,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,3.0,0.0,0.0,039,39.0,Manual?,Manantial,
2018.0,15,LIMA,02,BARRANCA,04,SUPE,12043,00109,6,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,0.0,3.0,0.0,070,35.0,Manual?,Río/riachuelo,
2018.0,15,LIMA,08,HUAURA,12,VEGUETA,12087,00068,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,6.0,1.0,1.0,400,90000.0,Manual?,Pozo,
2018.0,15,LIMA,08,HUAURA,12,VEGUETA,12087,00075,2,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,35.0,0.0,112.0,000,13400.0,Automatico?,Río/riachuelo,
2018.0,15,LIMA,08,HUAURA,12,VEGUETA,12087,00153,5,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,30.0,5.0,3.0,000,1050.0,Manual?,Río/riachuelo,
2018.0,15,LIMA,08,HUAURA,12,VEGUETA,12088,00101,6,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,3.0,0.0,0.0,500,150.0,Manual?,Río/riachuelo,
2018.0,15,LIMA,08,HUAURA,12,VEGUETA,12088,00101,6,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,0.0,1.0,0.0,100,50.0,Manual?,Río/riachuelo,
2018.0,15,LIMA,08,HUAURA,12,VEGUETA,12089,00103,10,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,78.0,0.0,18.0,720,1850000.0,Automatico?,Pozo,
2018.0,15,LIMA,08,HUAURA,12,VEGUETA,12090,00115,14,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,74.0,0.0,5.0,592,1400.0,Automatico?,Pozo,
2018.0,15,LIMA,08,HUAURA,06,HUAURA,12107,00043,1,Empresa,Completa,Costa,1.0089686098654709,Grandes productores/as agropecuarios/as,¿Sociedad anónima abierta (SAA)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,20.0,0.0,4.0,000,650.0,Manual?,Pozo,
2018.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12122,00034,1,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,22.0,0.0,7.0,150,1800.0,Automatico?,Pozo,
2018.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12130,00038,4,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,3.0,0.0,0.0,110,18800.0,Manual?,Red pública,
2018.0,15,LIMA,08,HUAURA,01,HUACHO,12132,00058,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,60.0,0.0,7.0,500,79800.0,Manual?,Manantial,
2018.0,15,LIMA,08,HUAURA,01,HUACHO,12132,00058,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,707.0,0.0,153.0,380,12060073.0,Manual?,Pozo,
2018.0,15,LIMA,08,HUAURA,01,HUACHO,12132,00058,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pavos de engorde,37.0,0.0,11.0,730,382000.0,Manual?,Pozo,
2018.0,15,LIMA,08,HUAURA,01,HUACHO,12132,00058,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pavos reproductores de engorde,4.0,3.0,3.0,700,155500.0,Manual?,Río/riachuelo,
2018.0,15,LIMA,08,HUAURA,01,HUACHO,12134,00040,2,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,21.0,0.0,6.0,006,714000.0,Manual?,Pozo,
2018.0,15,LIMA,08,HUAURA,01,HUACHO,12134,00068,4,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,12.0,0.0,6.0,500,6592.0,Manual?,Pozo,
2018.0,15,LIMA,08,HUAURA,01,HUACHO,12134,00075,5,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,12.0,0.0,22.0,320,2612890.0,Manual?,Pozo,
2018.0,15,LIMA,08,HUAURA,01,HUACHO,12136,00092,6,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,0.0,10.0,2.0,400,280000.0,Manual?,Cisterna,
2018.0,15,LIMA,08,HUAURA,01,HUACHO,12136,00093,7,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,0.0,14.0,4.0,300,525000.0,Manual?,Cisterna,
2018.0,15,LIMA,08,HUAURA,01,HUACHO,12136,00101,8,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,0.0,16.0,5.0,240,630000.0,Manual?,Cisterna,
