ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P224A_N,P224B_NOM,P224B_COD,P224B_TIPO,P224D_SUP_1,P224D_SUP_2,P224E_1,P224E_2,P224E_3,P224E_4,P224E_5,P224E_6,P224E_7,OMICAP200_00
2022.0,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03912,00126,10,Completa,Sierra,Sierra Norte,267.9111969111969,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA,2901.0,Transitorio,0.0,005,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03912,00126,10,Completa,Sierra,Sierra Norte,267.9111969111969,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,Transitorio,0.0,005,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03912,00129,11,Completa,Sierra,Sierra Norte,267.9111969111969,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,PAPA COLOR,2613.0,Transitorio,0.0,300,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03912,00147,13,Completa,Sierra,Sierra Norte,267.9111969111969,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,1.0,HABA,2942.0,Transitorio,0.0,002,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03912,00147,13,Completa,Sierra,Sierra Norte,267.9111969111969,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,1.0,OCA,2608.0,Transitorio,0.0,002,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,01,CAJAMARCA,10,MATARA,04170,00014,2,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,FRIJOL BLANCO,2907.0,Transitorio,0.0,010,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,01,CAJAMARCA,10,MATARA,04170,00113,13,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,FRIJOL RED KIDNEY,2933.0,Transitorio,0.0,010,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Fue afectada por granizada,Pase,Pase,
2022.0,06,CAJAMARCA,01,CAJAMARCA,06,JESUS,04202,00068,11,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,HABA,2942.0,Transitorio,0.0,050,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,01,CAJAMARCA,06,JESUS,04202,00068,11,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA,2901.0,Transitorio,0.0,150,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,01,CAJAMARCA,06,JESUS,04202,00086,14,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,HABA,2942.0,Transitorio,0.0,050,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,04265,00008,1,Completa,Sierra,Sierra Norte,267.9111969111969,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,CALABAZA,2314.0,Transitorio,0.0,020,Pase,Pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,04265,00021,4,Completa,Sierra,Sierra Norte,267.9111969111969,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,120,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,04265,00021,4,Completa,Sierra,Sierra Norte,267.9111969111969,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,4.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,100,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,04265,00071,12,Completa,Sierra,Sierra Norte,267.9111969111969,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,PAPA BLANCA,2612.0,Transitorio,0.0,030,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,04265,00073,13,Completa,Sierra,Sierra Norte,267.9111969111969,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,4.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,020,Pase,Pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,04265,00079,14,Completa,Sierra,Sierra Norte,267.9111969111969,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,ARVEJA,2901.0,Transitorio,0.0,050,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,03,CELENDIN,12,LA LIBERTAD DE PALLAN,04339,00073,8,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA,2901.0,Transitorio,0.0,060,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Fue afectada por granizada,Pase,Pase,
2022.0,06,CAJAMARCA,03,CELENDIN,01,CELENDIN,04370,00040,3,Completa,Sierra,Sierra Norte,267.9111969111969,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,FRIJOL BAYO,2906.0,Transitorio,0.0,100,Pase,Pase,Pase,Pase,Fue afectada por granizada,Pase,Pase,
2022.0,06,CAJAMARCA,03,CELENDIN,01,CELENDIN,04370,00047,5,Completa,Sierra,Sierra Norte,267.9111969111969,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,2.0,FRIJOL BLANCO,2907.0,Transitorio,0.0,020,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,03,CELENDIN,01,CELENDIN,04370,00141,13,Completa,Sierra,Sierra Norte,267.9111969111969,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,FRIJOL BLANCO,2907.0,Transitorio,100.0,000,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,03,CELENDIN,08,OXAMARCA,04669,00128,11,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,6.0,ALFALFA,1401.0,Permanente de cosecha continua,0.0,250,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,06,CAJAMARCA,03,CELENDIN,08,OXAMARCA,04669,00128,11,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,7.0,PAPA BLANCA,2612.0,Transitorio,0.0,250,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04683,00029,5,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,TARHUI,2947.0,Transitorio,0.0,250,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04683,00055,10,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,TARHUI,2947.0,Transitorio,0.0,040,Pase,Pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04683,00084,12,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,100,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Otro,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00032,6,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,HABA,2942.0,Transitorio,0.0,060,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00056,11,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,HABA,2942.0,Transitorio,0.0,020,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04812,00037,4,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,ALFALFA,1401.0,Permanente de cosecha continua,0.0,010,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04812,00053,5,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,HABA,2942.0,Transitorio,0.0,010,Pase,Pase,Pase,Pase,Fue afectada por granizada,Pase,Pase,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04812,00053,5,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,HABA,2942.0,Transitorio,0.0,010,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Fue afectada por granizada,Pase,Pase,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04812,00064,8,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA,2901.0,Transitorio,0.0,005,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,02,CAJABAMBA,03,CONDEBAMBA,04938,00004,1,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,Transitorio,0.0,100,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,02,CAJABAMBA,03,CONDEBAMBA,04938,00033,6,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,NUÑA,2945.0,Transitorio,0.0,050,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,02,CAJABAMBA,03,CONDEBAMBA,04938,00033,6,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,FRIJOL CABALLERO,2908.0,Transitorio,0.0,050,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,02,CAJABAMBA,03,CONDEBAMBA,04938,00057,8,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,FRIJOL BLANCO,2907.0,Transitorio,0.0,010,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,06,CAJAMARCA,02,CAJABAMBA,03,CONDEBAMBA,04938,00059,9,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA,2901.0,Transitorio,0.0,100,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,02,CAJABAMBA,03,CONDEBAMBA,04938,00070,12,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,FRIJOL CABALLERO,2908.0,Transitorio,0.0,070,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,02,CAJABAMBA,03,CONDEBAMBA,04938,00070,12,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,TRIGO,2113.0,Transitorio,0.0,030,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,06,CAJAMARCA,02,CAJABAMBA,01,CAJABAMBA,05031,00001,1,Completa,Sierra,Sierra Norte,267.9111969111969,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612.0,Transitorio,0.0,050,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,01,AMAZONAS,02,BAGUA,05,IMAZA,05111,00008,3,Completa,Selva,Selva,55.23333333333334,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,PLATANO,1171.0,Permanente de cosecha continua,0.0,006,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,02,BAGUA,05,IMAZA,05111,00041,5,Completa,Selva,Selva,55.23333333333334,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,Transitorio,0.0,250,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,02,BAGUA,05,IMAZA,05111,00041,5,Completa,Selva,Selva,55.23333333333334,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,PLATANO,1171.0,Permanente de cosecha continua,0.0,200,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,02,BAGUA,05,IMAZA,05125,00024,3,Completa,Selva,Selva,55.233333333333334,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620.0,Transitorio,0.0,025,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,02,BAGUA,05,IMAZA,05132,00043,5,Completa,Selva,Selva,59.17857142857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620.0,Transitorio,0.0,250,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,02,BAGUA,05,IMAZA,05132,00043,5,Completa,Selva,Selva,59.17857142857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,PLATANO,1171.0,Permanente de cosecha continua,0.0,500,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,02,BAGUA,05,IMAZA,05139,00014,1,Completa,Selva,Selva,59.17857142857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,6.0,YUCA,2620.0,Transitorio,0.0,005,"Fue afectada por huaycos, deslizamientos o derrumbes",Pase,Pase,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,02,BAGUA,05,IMAZA,05139,00014,1,Completa,Selva,Selva,59.17857142857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,6.0,PLATANO,1171.0,Permanente de cosecha continua,0.0,005,"Fue afectada por huaycos, deslizamientos o derrumbes",Pase,Pase,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,02,BAGUA,05,IMAZA,05139,00084,14,Completa,Selva,Selva,59.17857142857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,3.0,YUCA,2620.0,Transitorio,0.0,002,"Fue afectada por huaycos, deslizamientos o derrumbes",Pase,Pase,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,02,BAGUA,06,LA PECA,05180,00075,14,Completa,Selva,Selva,55.233333333333334,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,CACAO,1202.0,Permanente de cosecha continua,0.0,020,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,02,BAGUA,06,LA PECA,05180,00075,14,Completa,Selva,Selva,55.233333333333334,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,CAFE PERGAMINO,1203.0,Permanente de cosecha estacional,0.0,100,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05208,00007,2,Completa,Selva,Selva,55.233333333333334,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620.0,Transitorio,0.0,250,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05208,00007,2,Completa,Selva,Selva,55.233333333333334,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,Transitorio,0.0,500,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05298,00003,1,Completa,Selva,Selva,55.233333333333334,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,PASTO ELEFANTE,1424.0,Permanente de cosecha continua,1.0,000,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05339,00097,6,Completa,Selva,Selva,55.233333333333334,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,1.0,CAFE PERGAMINO,1203.0,Permanente de cosecha estacional,0.0,500,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,03,BONGARA,06,FLORIDA,05370,00002,1,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,ESPINACA,2322.0,Transitorio,0.0,002,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,03,BONGARA,06,FLORIDA,05370,00010,3,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA,2901.0,Transitorio,0.0,030,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,01,AMAZONAS,03,BONGARA,06,FLORIDA,05370,00010,3,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,COL,2319.0,Transitorio,0.0,050,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,01,AMAZONAS,03,BONGARA,05,CUISPES,05385,00012,2,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,FRIJOL PINTO,2930.0,Transitorio,0.0,250,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,01,AMAZONAS,05,LUYA,02,CAMPORREDONDO,05401,00139,11,Completa,Sierra,Sierra Norte,36.315196998123824,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,CAFE PERGAMINO,1203.0,Permanente de cosecha estacional,0.0,250,"Fue afectada por huaycos, deslizamientos o derrumbes",Pase,Pase,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,05,LUYA,02,CAMPORREDONDO,05405,00099,13,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,LECHUGA,2326.0,Transitorio,0.0,001,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,01,AMAZONAS,05,LUYA,02,CAMPORREDONDO,05405,00099,13,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,CULANTRO,2321.0,Transitorio,0.0,001,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,01,AMAZONAS,05,LUYA,02,CAMPORREDONDO,05405,00099,13,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,COL,2319.0,Transitorio,0.0,002,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,01,AMAZONAS,05,LUYA,20,SANTA CATALINA,05416,00051,7,Completa,Sierra,Sierra Norte,33.721254355400696,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620.0,Transitorio,0.0,010,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,01,AMAZONAS,05,LUYA,20,SANTA CATALINA,05416,00075,10,Completa,Sierra,Sierra Norte,33.721254355400696,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,1.0,YUCA,2620.0,Transitorio,0.0,250,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,01,AMAZONAS,05,LUYA,20,SANTA CATALINA,05420,00003,1,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,HABA,2942.0,Transitorio,0.0,125,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,05,LUYA,20,SANTA CATALINA,05420,00004,2,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,HABA,2942.0,Transitorio,0.0,500,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,01,AMAZONAS,05,LUYA,20,SANTA CATALINA,05420,00004,2,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,MAIZ CHOCLO,2109.0,Transitorio,0.0,004,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,05,LUYA,20,SANTA CATALINA,05420,00027,6,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,FRIJOL DE PALO,2914.0,Transitorio,0.0,040,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,05,LUYA,20,SANTA CATALINA,05420,00027,6,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,Transitorio,0.0,040,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,05,LUYA,16,SAN CRISTOBAL,05424,00095,13,Completa,Sierra,Sierra Norte,31.47317073170731,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,7.0,ARVEJA,2901.0,Transitorio,0.0,250,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,01,AMAZONAS,05,LUYA,16,SAN CRISTOBAL,05424,00098,15,Completa,Sierra,Sierra Norte,31.47317073170731,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,6.0,PAPA HUAYRO,2614.0,Transitorio,0.0,250,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Otro,
2022.0,01,AMAZONAS,05,LUYA,23,TRITA,05427,00002,1,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,PAPA HUAYRO,2614.0,Transitorio,1.0,000,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,01,AMAZONAS,05,LUYA,08,LONYA CHICO,05435,00007,1,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,PAPA HUAYRO,2614.0,Transitorio,0.0,250,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,05,LUYA,08,LONYA CHICO,05435,00007,1,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,PAPA AMARILLA,2611.0,Transitorio,0.0,250,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,01,AMAZONAS,05,LUYA,08,LONYA CHICO,05435,00007,1,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,CAFE PERGAMINO,1203.0,Permanente de cosecha estacional,0.0,020,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,01,AMAZONAS,05,LUYA,13,OCUMAL,05450,00022,6,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,FRIJOL CHAUCHA,2912.0,Transitorio,0.0,250,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Otro,
2022.0,01,AMAZONAS,05,LUYA,04,COLCAMAR,05454,00062,11,Completa,Sierra,Sierra Norte,31.473170731707317,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,Transitorio,0.0,100,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Fue afectada por sequía,Pase,
