ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P229C,P204_NOM_200C,P204_COD_200C,P229C_NOM,P229C_COD,P229D_CANT_ENT,P229D_CANT_DEC,P229D_UM,P229D_UM_COD,P229_EQUIV,P229E_1_CANT_ENT,P229E_1_CANT_DEC,P229E_PREC_ENT,P229E_PREC_DEC,P229E_VAL,P229E_1_PRE_KG,P229E_2_ENT,P229E_2_DEC,P229E_3_ENT,P229E_3_DEC,OMICAP200_02
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,08,SITABAMBA,07614,00068,6,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,TRIGO MOTE,4137.0,10.0,000,ARROBA,01,11.5,0.0,000,,,,,10.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,08,SITABAMBA,07614,00068,6,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,10.0,000,ARROBA,01,11.5,0.0,000,,,,,10.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,08,SITABAMBA,07614,00068,6,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,4.0,000,ARROBA,01,11.5,0.0,000,,,,,4.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,08,SITABAMBA,07614,00073,7,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,8.0,000,ARROBA,01,11.5,0.0,000,,,,,8.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,08,SITABAMBA,07614,00073,7,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,TRIGO MOTE,4137.0,20.0,000,ARROBA,01,11.5,0.0,000,,,,,20.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,08,SITABAMBA,07614,00073,7,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,TRIGO,2113,HARINA DE TRIGO,4118.0,40.0,000,ARROBA,01,11.5,0.0,000,,,,,40.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,08,SITABAMBA,07614,00078,8,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,10.0,000,ARROBA,01,11.5,0.0,000,,,,,10.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,08,SITABAMBA,07614,00078,8,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,TRIGO MOTE,4137.0,3.0,000,ARROBA,01,11.5,0.0,000,,,,,3.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,08,SITABAMBA,07614,00078,8,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,CEBADA GRANO,2104,CEBADA MOTE (pelada),4142.0,5.0,500,ARROBA,01,11.5,0.0,000,,,,,5.0,500,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,08,SITABAMBA,07614,00106,12,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,10.0,000,ARROBA,01,11.5,0.0,000,,,,,10.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,08,SITABAMBA,07614,00114,14,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,17.0,000,ARROBA,01,11.5,0.0,000,,,,,17.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,08,SITABAMBA,07614,00114,14,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,14.0,000,ARROBA,01,11.5,0.0,000,,,,,14.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,08,SITABAMBA,07614,00114,14,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,TRIGO,2113,TRIGO MOTE,4137.0,10.0,000,ARROBA,01,11.5,0.0,000,,,,,10.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,08,SITABAMBA,07614,00123,15,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,TRIGO MOTE,4137.0,10.0,000,ARROBA,01,11.5,0.0,000,,,,,10.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00005,1,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,CEBADA MOTE (pelada),4142.0,20.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,20.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00005,1,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,12.0,000,ARROBA,01,11.5,5.0,000,60.0,00,300.0,5.2174,4.0,000,3.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00005,1,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,PAPA COLOR,2613,PAPA SECA,4130.0,4.0,000,ARROBA,01,11.5,3.0,000,90.0,00,270.0,7.8261,1.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00005,1,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4.0,TRIGO,2113,HARINA DE TRIGO,4118.0,6.0,500,ARROBA,01,11.5,4.0,000,60.0,00,240.0,5.2174,2.0,500,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00020,3,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,21.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,21.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00020,3,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,15.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,15.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00021,4,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,CEBADA MOTE (pelada),4142.0,25.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,25.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00021,4,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,7.0,000,ARROBA,01,11.5,0.0,000,,,,,7.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00021,4,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,TRIGO,2113,HARINA DE TRIGO,4118.0,5.0,500,ARROBA,01,11.5,0.0,000,,,,,5.0,500,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00021,4,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4.0,TRIGO,2113,TRIGO RESBALADO,4138.0,5.0,000,ARROBA,01,11.5,0.0,000,,,,,5.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00043,5,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA COLOR,2613,PAPA SECA,4130.0,4.0,000,ARROBA,01,11.5,0.0,000,,,,,4.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00070,6,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,3.0,000,ARROBA,01,11.5,0.0,000,,,,,3.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00070,6,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,32.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,32.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00073,7,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,12.0,000,ARROBA,01,11.5,0.0,000,,,,,12.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00073,7,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CEBADA GRANO,2104,CEBADA MOTE (pelada),4142.0,5.0,000,ARROBA,01,11.5,0.0,000,,,,,5.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00079,8,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,CEBADA MOTE (pelada),4142.0,4.0,500,ARROBA,01,11.5,0.0,000,,,,,4.0,500,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00079,8,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,11.0,500,ARROBA,01,11.5,0.0,000,,,,,11.0,500,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00085,9,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,CEBADA MOTE (pelada),4142.0,7.0,500,ARROBA,01,11.5,0.0,000,,,,,6.0,500,1.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00085,9,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,17.0,000,ARROBA,01,11.5,0.0,000,,,,,15.0,000,2.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00085,9,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,TRIGO,2113,HARINA DE TRIGO,4118.0,16.0,500,ARROBA,01,11.5,0.0,000,,,,,15.0,000,1.0,500,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00104,11,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,CEBADA MOTE (pelada),4142.0,8.0,500,ARROBA,01,11.5,0.0,000,,,,,8.0,500,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00104,11,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,26.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,26.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00107,12,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,CEBADA MOTE (pelada),4142.0,31.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,31.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00107,12,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,8.0,500,ARROBA,01,11.5,0.0,000,,,,,8.0,500,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00107,12,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,TRIGO,2113,HARINA DE TRIGO,4118.0,54.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,54.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00139,15,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,9.0,000,ARROBA,01,11.5,0.0,000,,,,,9.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00139,15,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,28.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,28.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00139,15,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,3.0,TRIGO,2113,TRIGO MOTE,4137.0,25.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,25.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,04,MOLLEBAMBA,07627,00139,15,Completa,Sierra,Sierra Norte,98.71764705882354,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,4.0,PAPA BLANCA,2612,PAPA SECA,4130.0,10.0,000,ARROBA,01,11.5,0.0,000,,,,,10.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00010,2,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,10.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00010,2,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,CHOCHOCA,4108.0,4.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,4.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00010,2,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,TRIGO,2113,HARINA DE TRIGO,4118.0,8.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,8.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00010,2,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,18.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,18.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00010,2,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,5.0,TRIGO,2113,TRIGO MOTE,4137.0,7.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,7.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00010,2,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,6.0,CEBADA GRANO,2104,CEBADA MOTE (pelada),4142.0,7.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,7.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00017,3,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA GRANO SECO,2501,HARINA DE ARVEJA,4112.0,9.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,9.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00022,4,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612,PAPA SECA,4130.0,1.0,000,ARROBA,01,11.5,0.0,000,,,,,1.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00031,6,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,CHOCHOCA,4108.0,3.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,3.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00031,6,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,5.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,5.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00038,7,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,36.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,36.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00038,7,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,TRIGO MOTE,4137.0,18.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,18.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00038,7,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,PAPA BLANCA,2612,CHUÑO,4109.0,2.0,000,BALDE,03,18.0,0.0,000,,,,,2.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00044,8,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,18.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,18.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00044,8,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,CHOCHOCA,4108.0,6.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,6.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00063,10,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,35.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,35.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00063,10,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,16.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,16.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00068,11,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,"PAPA AMARILLA, PAPA BLANCA","2611,2612",CHUÑO,4109.0,1.0,000,BALDE,03,18.0,0.0,000,,,,,1.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00068,11,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,"PAPA AMARILLA, PAPA BLANCA","2611,2612",PAPA SECA,4130.0,4.0,000,ARROBA,01,11.5,0.0,000,,,,,4.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00075,12,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,CHOCHOCA,4108.0,5.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,5.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00076,13,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,14.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,14.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00076,13,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,TRIGO MOTE,4137.0,2.0,500,ARROBA,01,11.5,0.0,000,,,,,2.0,500,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00084,14,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,9.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,9.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00084,14,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CEBADA GRANO,2104,CEBADA MOTE (pelada),4142.0,7.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,7.0,000,0.0,000,
2022.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,07,SANTA CRUZ DE CHUCA,07640,00084,14,Completa,Sierra,Sierra Norte,98.71764705882353,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,TRIGO,2113,HARINA DE TRIGO,4118.0,11.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,11.0,000,0.0,000,
