ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P229C,P204_NOM_200C,P204_COD_200C,P229C_NOM,P229C_COD,P229D_CANT_ENT,P229D_CANT_DEC,P229D_UM,P229D_UM_COD,P229_EQUIV,P229E_1_CANT_ENT,P229E_1_CANT_DEC,P229E_PREC_ENT,P229E_PREC_DEC,P229E_VAL,P229E_2_ENT,P229E_2_DEC,P229E_3_ENT,P229E_3_DEC,OMICAP200_02
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05852,00094,12,,Completa,Selva,Selva,64.3673076923077,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PIJUAYO FRUTA,1167,CHICHA DE PIJUAYO,8888.0,7.0,000,BALDE,03,20.0,0.0,000,,,,5.0,000,2.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05852,00094,12,,Completa,Selva,Selva,64.3673076923077,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,3.0,000,SACO,19,50.0,0.0,000,,,,3.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05852,00103,13,,Completa,Selva,Selva,64.3673076923077,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,100.0,000,KILO,12,1.0,30.0,000,3.0,00,90.0,70.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05852,00103,13,,Completa,Selva,Selva,64.3673076923077,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,MASATO,4123.0,3.0,000,BALDE,03,20.0,0.0,000,,,,3.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05852,00103,13,,Completa,Selva,Selva,64.3673076923077,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,PIJUAYO FRUTA,1167,CHICHA DE PIJUAYO,8888.0,1.0,000,BALDE,03,20.0,0.0,000,,,,1.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05852,00111,14,,Completa,Selva,Selva,64.3673076923077,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,20.0,000,BALDE,03,20.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05852,00111,14,,Completa,Selva,Selva,64.3673076923077,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,300.0,000,KILO,12,1.0,100.0,000,3.0,00,300.0,200.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00001,1,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,7.0,000,BALDE,03,20.0,0.0,000,,,,7.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00008,2,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,4.0,000,BALDE,03,15.0,0.0,000,,,,4.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00014,3,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,YUCA,2620,MASATO,4123.0,3.0,000,LITRO,14,1.0,0.0,000,,,,3.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00021,4,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,150.0,000,KILO,12,1.0,100.0,000,3.0,00,300.0,50.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00021,4,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,MASATO,4123.0,4.0,000,BALDE,03,15.0,0.0,000,,,,0.0,000,4.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00028,5,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,20.0,000,LITRO,14,1.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00028,5,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,30.0,000,KILO,12,1.0,25.0,000,3.0,00,75.0,5.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00034,6,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,3.0,000,BALDE,03,40.0,0.0,000,,,,3.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00034,6,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,56.0,000,KILO,12,1.0,38.0,000,2.0,50,95.0,18.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00041,7,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,450.0,000,KILO,12,1.0,300.0,000,3.0,00,900.0,150.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00050,8,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,150.0,000,KILO,12,1.0,50.0,000,3.0,00,150.0,100.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00050,8,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,MASATO,4123.0,30.0,000,BALDE,03,15.0,0.0,000,,,,30.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00058,9,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,1.0,000,LITRO,14,1.0,0.0,000,,,,1.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00065,10,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,2.0,000,BALDE,03,20.0,0.0,000,,,,1.0,000,1.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00078,12,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,40.0,000,LITRO,14,1.0,0.0,000,,,,40.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00085,13,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,1.0,500,SACO,19,50.0,1.0,000,100.0,00,100.0,0.0,500,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00085,13,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,MASATO,4123.0,2.0,000,BALDE,03,20.0,0.0,000,,,,2.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05861,00091,14,,Completa,Selva,Selva,64.36730769230768,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,4.0,000,BALDE,03,20.0,2.0,000,10.0,00,20.0,2.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05862,00004,1,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PIJUAYO FRUTA,1167,CHICHA DE PIJUAYO,8888.0,1.0,500,BALDE,03,20.0,0.0,000,,,,1.0,500,0.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05862,00023,4,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,60.0,000,BALDE,03,20.0,0.0,000,,,,20.0,000,40.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05862,00037,6,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,15.0,000,BALDE,03,20.0,0.0,000,,,,5.0,000,10.0,000,
2018.0,16,LORETO,01,MAYNAS,07,NAPO,05862,00075,11,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,YUCA,2620,MASATO,4123.0,60.0,000,BALDE,03,20.0,0.0,000,,,,20.0,000,40.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05871,00002,1,,Completa,Selva,Selva,69.73125000000002,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,4.0,000,BALDE,03,15.0,0.0,000,,,,4.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05871,00013,2,,Completa,Selva,Selva,69.73125000000002,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,9.0,000,BALDE,03,15.0,0.0,000,,,,9.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05871,00037,5,,Completa,Selva,Selva,69.73125000000002,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,20.0,000,BALDE,03,15.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05871,00038,6,,Completa,Selva,Selva,69.73125000000002,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,16.0,000,BALDE,03,15.0,0.0,000,,,,16.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05871,00046,7,,Completa,Selva,Selva,69.73125000000002,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,6.0,000,BALDE,03,15.0,0.0,000,,,,6.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05871,00056,8,,Completa,Selva,Selva,69.73125000000002,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,2.0,000,BALDE,03,15.0,0.0,000,,,,2.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05871,00065,9,,Completa,Selva,Selva,69.73125000000002,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,2.0,000,BALDE,03,15.0,0.0,000,,,,2.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05871,00072,10,,Completa,Selva,Selva,69.73125000000002,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,4.0,000,BALDE,03,15.0,0.0,000,,,,4.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05871,00079,11,,Completa,Selva,Selva,69.73125000000002,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,9.0,000,BALDE,03,15.0,0.0,000,,,,9.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05871,00087,12,,Completa,Selva,Selva,69.73125000000002,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,YUCA,2620,MASATO,4123.0,15.0,000,BALDE,03,15.0,0.0,000,,,,15.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05871,00089,13,,Completa,Selva,Selva,69.73125000000002,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,YUCA,2620,MASATO,4123.0,11.0,000,BALDE,03,15.0,0.0,000,,,,11.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05873,00009,1,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,90.0,000,BALDE,03,18.0,0.0,000,,,,30.0,000,60.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05873,00010,2,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,40.0,000,BALDE,03,18.0,0.0,000,,,,35.0,000,5.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05873,00010,2,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,20.0,000,KILO,12,1.0,0.0,000,,,,5.0,000,15.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05873,00019,3,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,6.0,000,BALDE,03,18.0,0.0,000,,,,5.0,500,0.0,500,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05873,00027,4,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,30.0,000,BALDE,03,18.0,0.0,000,,,,29.0,000,1.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05873,00036,5,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,64.0,000,BALDE,03,18.0,0.0,000,,,,60.0,000,4.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05873,00039,6,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,132.0,000,BALDE,03,18.0,0.0,000,,,,132.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05873,00040,7,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,80.0,000,BALDE,03,18.0,0.0,000,,,,80.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05873,00049,8,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,40.0,000,BALDE,03,18.0,0.0,000,,,,39.0,000,1.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05873,00058,9,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,160.0,000,BALDE,03,18.0,0.0,000,,,,158.0,000,2.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05873,00068,10,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,120.0,000,BALDE,03,18.0,0.0,000,,,,114.0,000,6.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05873,00074,11,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,120.0,000,BALDE,03,18.0,0.0,000,,,,100.0,000,20.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05873,00079,12,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,83.0,000,BALDE,03,18.0,0.0,000,,,,82.0,000,1.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05873,00088,13,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,80.0,000,BALDE,03,18.0,0.0,000,,,,80.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05873,00088,13,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,150.0,000,KILO,12,1.0,50.0,000,3.0,00,150.0,100.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,10,TORRES CAUSANA,05873,00097,14,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,52.0,000,BALDE,03,18.0,0.0,000,,,,52.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,14,TENIENTE MANUEL CLAVERO,05880,00007,1,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,2.0,000,BALDE,03,20.0,0.0,000,,,,2.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,14,TENIENTE MANUEL CLAVERO,05880,00007,1,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,50.0,000,KILO,12,1.0,0.0,000,,,,30.0,000,20.0,000,
2018.0,16,LORETO,01,MAYNAS,14,TENIENTE MANUEL CLAVERO,05880,00020,2,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,4.0,000,BALDE,03,18.0,0.0,000,,,,2.0,000,2.0,000,
2018.0,16,LORETO,01,MAYNAS,14,TENIENTE MANUEL CLAVERO,05880,00020,2,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,80.0,000,KILO,12,1.0,50.0,000,2.0,00,100.0,30.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,14,TENIENTE MANUEL CLAVERO,05880,00022,3,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,4.0,000,BALDE,03,20.0,0.0,000,,,,2.0,000,2.0,000,
2018.0,16,LORETO,01,MAYNAS,14,TENIENTE MANUEL CLAVERO,05880,00022,3,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,50.0,000,KILO,12,1.0,40.0,000,2.0,50,100.0,10.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,14,TENIENTE MANUEL CLAVERO,05880,00053,7,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,2.0,000,BALDE,03,20.0,0.0,000,,,,1.0,000,1.0,000,
2018.0,16,LORETO,01,MAYNAS,14,TENIENTE MANUEL CLAVERO,05880,00060,8,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,40.0,000,KILO,12,1.0,0.0,000,,,,20.0,000,20.0,000,
2018.0,16,LORETO,01,MAYNAS,14,TENIENTE MANUEL CLAVERO,05880,00060,8,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,MASATO,4123.0,80.0,000,LITRO,14,1.0,0.0,000,,,,70.0,000,10.0,000,
2018.0,16,LORETO,01,MAYNAS,14,TENIENTE MANUEL CLAVERO,05880,00071,9,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,5.0,000,BALDE,03,20.0,0.0,000,,,,3.0,000,2.0,000,
2018.0,16,LORETO,01,MAYNAS,14,TENIENTE MANUEL CLAVERO,05880,00081,10,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,50.0,000,KILO,12,1.0,30.0,000,3.0,00,90.0,20.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,14,TENIENTE MANUEL CLAVERO,05880,00085,11,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,40.0,000,LITRO,14,1.0,0.0,000,,,,30.0,000,10.0,000,
2018.0,16,LORETO,01,MAYNAS,14,TENIENTE MANUEL CLAVERO,05880,00085,11,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,50.0,000,KILO,12,1.0,0.0,000,,,,50.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,14,TENIENTE MANUEL CLAVERO,05880,00091,12,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,40.0,000,LITRO,14,1.0,0.0,000,,,,40.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,14,TENIENTE MANUEL CLAVERO,05880,00091,12,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,100.0,000,KILO,12,1.0,50.0,000,3.0,50,175.0,50.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,14,TENIENTE MANUEL CLAVERO,05880,00097,13,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,1.0,000,SACO,19,50.0,0.0,000,,,,1.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,14,TENIENTE MANUEL CLAVERO,05880,00097,13,,Completa,Selva,Selva,59.76964285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,MASATO,4123.0,4.0,000,BALDE,03,20.0,0.0,000,,,,4.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,06,MAZÁN,05894,00009,2,,Completa,Selva,Selva,69.73125000000002,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,2.0,000,BALDE,03,25.0,0.0,000,,,,2.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,06,MAZÁN,05894,00035,6,,Completa,Selva,Selva,69.73125000000002,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,1.0,000,BALDE,03,20.0,0.0,000,,,,1.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,06,MAZÁN,05894,00063,10,,Completa,Selva,Selva,69.73125000000002,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,12.0,000,BALDE,03,30.0,12.0,000,20.0,00,240.0,0.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,06,MAZÁN,05894,00079,12,,Completa,Selva,Selva,69.73125000000002,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,2.0,000,BALDE,03,20.0,0.0,000,,,,2.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,06,MAZÁN,05895,00006,1,,Completa,Selva,Selva,59.76964285714285,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,5.0,000,BALDE,03,30.0,0.0,000,,,,5.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,06,MAZÁN,05895,00006,1,,Completa,Selva,Selva,59.76964285714285,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620,HARINA DE YUCA (FARIÑA),4119.0,100.0,000,KILO,12,1.0,0.0,000,,,,100.0,000,0.0,000,
2018.0,16,LORETO,01,MAYNAS,06,MAZÁN,05895,00026,3,,Completa,Selva,Selva,59.76964285714285,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,YUCA,2620,MASATO,4123.0,4.0,000,BALDE,03,25.0,0.0,000,,,,4.0,000,0.0,000,
