ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,TipoMuestra,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P231_N,P231_NOM,P231_COD,P233_1,P233_2,P233_3,OMICAP200_02
2014.0,Loreto,LORETO,03,LORETO,03,TIGRE,05781,00122,14,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,pase,2.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,03,TIGRE,05785,00045,5,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,pase,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05793,00012,2,,Muestral,Completa,SELVA,SELVA,92.975,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05793,00012,2,,Muestral,Completa,SELVA,SELVA,92.975,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,MASATO,4123.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05793,00043,5,,Muestral,Completa,SELVA,SELVA,92.975,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05793,00106,14,,Muestral,Completa,SELVA,SELVA,92.975,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05803,00061,6,,Muestral,Completa,SELVA,SELVA,92.975,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05803,00066,7,,Muestral,Completa,SELVA,SELVA,92.975,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05803,00072,8,,Muestral,Completa,SELVA,SELVA,92.975,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05810,00007,1,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05810,00064,4,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05810,00189,12,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05813,00006,2,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05813,00028,5,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05813,00040,7,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05813,00044,8,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05813,00066,11,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05813,00066,11,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05817,00019,3,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05817,00045,5,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05817,00066,8,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05817,00066,8,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05817,00072,9,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05817,00102,11,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05817,00102,11,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05817,00121,12,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,01,NAUTA,05817,00139,14,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,02,PARINARI,05825,00003,1,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,CHICHA,4107.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,02,PARINARI,05825,00020,3,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,02,PARINARI,05825,00020,3,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,02,PARINARI,05825,00046,6,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,02,PARINARI,05825,00046,6,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,02,PARINARI,05825,00052,8,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,02,PARINARI,05825,00057,9,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,02,PARINARI,05825,00057,9,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,CHICHA,4107.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,02,PARINARI,05825,00067,10,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,02,PARINARI,05825,00067,10,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,02,PARINARI,05825,00078,11,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,02,PARINARI,05825,00078,11,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,02,PARINARI,05825,00083,12,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,05,URARINAS,05835,00006,1,,Muestral,Completa,SELVA,SELVA,83.6775,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,05,URARINAS,05835,00044,6,,Muestral,Completa,SELVA,SELVA,83.6775,Pequeños y medianos productores/as agropecuarios/as,Agricola,pase,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,05,URARINAS,05835,00053,7,,Muestral,Completa,SELVA,SELVA,83.6775,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,05,URARINAS,05835,00084,11,,Muestral,Completa,SELVA,SELVA,83.6775,Pequeños y medianos productores/as agropecuarios/as,Agricola,pase,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,05,URARINAS,05835,00097,12,,Muestral,Completa,SELVA,SELVA,83.6775,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,05,URARINAS,05835,00097,12,,Muestral,Completa,SELVA,SELVA,83.6775,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,05,URARINAS,05835,00108,13,,Muestral,Completa,SELVA,SELVA,83.6775,Pequeños y medianos productores/as agropecuarios/as,Agricola,pase,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,05,URARINAS,05843,00006,1,,Muestral,Completa,SELVA,SELVA,64.3673076923,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,05,URARINAS,05843,00006,1,,Muestral,Completa,SELVA,SELVA,64.3673076923,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,MASATO,4123.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,05,URARINAS,05843,00026,4,,Muestral,Completa,SELVA,SELVA,64.3673076923,Pequeños y medianos productores/as agropecuarios/as,Agricola,pase,1.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,05,URARINAS,05843,00057,7,,Muestral,Completa,SELVA,SELVA,64.3673076923,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,05,URARINAS,05843,00057,7,,Muestral,Completa,SELVA,SELVA,64.3673076923,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,03,LORETO,05,URARINAS,05843,00064,8,,Muestral,Completa,SELVA,SELVA,64.3673076923,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,05,URARINAS,05843,00086,10,,Muestral,Completa,SELVA,SELVA,64.3673076923,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,05,URARINAS,05843,00108,13,,Muestral,Completa,SELVA,SELVA,64.3673076923,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,05,URARINAS,05843,00108,13,,Muestral,Completa,SELVA,SELVA,64.3673076923,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,MASATO,4123.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,03,LORETO,05,URARINAS,05843,00119,14,,Muestral,Completa,SELVA,SELVA,64.3673076923,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,01,MAYNAS,07,NAPO,05848,00010,2,,Muestral,Completa,SELVA,SELVA,119.5392857143,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,01,MAYNAS,07,NAPO,05848,00010,2,,Muestral,Completa,SELVA,SELVA,119.5392857143,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,01,MAYNAS,07,NAPO,05848,00010,2,,Muestral,Completa,SELVA,SELVA,119.5392857143,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,3.0,CHICHA,4107.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,07,NAPO,05848,00046,6,,Muestral,Completa,SELVA,SELVA,119.5392857143,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,01,MAYNAS,07,NAPO,05854,00007,1,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,07,NAPO,05854,00014,2,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,01,MAYNAS,07,NAPO,05854,00025,4,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,07,NAPO,05854,00037,6,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,07,NAPO,05854,00039,7,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,07,NAPO,05854,00058,10,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,07,NAPO,05854,00069,12,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,pase,1.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,01,MAYNAS,07,NAPO,05854,00077,13,,Muestral,Completa,SELVA,SELVA,76.0704545455,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05870,00018,3,,Muestral,Completa,SELVA,SELVA,59.7696428571,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05870,00018,3,,Muestral,Completa,SELVA,SELVA,59.7696428571,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05870,00059,8,,Muestral,Completa,SELVA,SELVA,59.7696428571,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05870,00059,8,,Muestral,Completa,SELVA,SELVA,59.7696428571,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05870,00068,9,,Muestral,Completa,SELVA,SELVA,59.7696428571,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05870,00077,10,,Muestral,Completa,SELVA,SELVA,59.7696428571,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05870,00093,12,,Muestral,Completa,SELVA,SELVA,59.7696428571,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05870,00093,12,,Muestral,Completa,SELVA,SELVA,59.7696428571,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,MASATO,4123.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05876,00020,3,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05876,00034,4,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05876,00048,5,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05876,00048,5,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,MASATO DE PIJUAYO,8888.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05876,00048,5,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,3.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05876,00062,7,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO DE PIJUAYO,8888.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05876,00062,7,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05876,00062,7,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,3.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05876,00074,8,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05876,00091,10,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05876,00103,11,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05876,00138,14,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05876,00138,14,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,MASATO,4123.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05878,00006,1,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05878,00017,3,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05878,00017,3,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Otros,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05878,00035,5,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Venta,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05878,00044,6,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05878,00051,7,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,HARINA DE YUCA (FARIÑA),4119.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05878,00051,7,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,2.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05878,00059,8,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
2014.0,Loreto,LORETO,01,MAYNAS,10,TORRES CAUSANA,05878,00067,9,,Muestral,Completa,SELVA,SELVA,69.73125,Pequeños y medianos productores/as agropecuarios/as,Agricola,Pecuaria,1.0,MASATO,4123.0,Pase,Consumo del hogar,Pase,00
