ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P229G_N,P204_NOM_200D,P204_COD_200D,P229G_NOM,P229G_COD,P229H_CANT_ENT,P229H_CANT_DEC,P229H_UM,P229H_UM_COD,P229H_EQUIV,P229I_1_CANT_ENT,P229I_1_CANT_DEC,P229I_PREC_ENT,P229I_PREC_DEC,P229I_VAL,P229I_1_PRE_KG,P229I_2_ENT,P229I_2_DEC,P229I_3_ENT,P229I_3_DEC,OMICAP200_03
2022.0,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04683,00049,9,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,10.0,000,CARGA,09,6.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04683,00067,11,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,5.0,000,ATADO,02,4.0,0.0,000,,,,,5.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04683,00084,12,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,12.0,000,CARGA,09,10.0,0.0,000,,,,,12.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,07,JOSE SABOGAL,04715,00002,1,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,10.0,000,TERCIO,20,10.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,07,JOSE SABOGAL,04715,00035,6,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,100.0,000,TERCIO,20,10.0,0.0,000,,,,,50.0,000,50.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,07,JOSE SABOGAL,04715,00044,7,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,2.0,000,TERCIO,20,15.0,0.0,000,,,,,2.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,07,JOSE SABOGAL,04715,00061,12,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,10.0,000,TERCIO,20,10.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,07,JOSE SABOGAL,04715,00063,14,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA AMARILLA,2611.0,RASTROJO DE PAPA,4130.0,5.0,000,TERCIO,20,10.0,0.0,000,,,,,5.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,07,JOSE SABOGAL,04715,00065,15,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,5.0,000,TERCIO,20,20.0,0.0,000,,,,,5.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00013,1,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,8.0,000,TERCIO,20,10.0,0.0,000,,,,,8.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00013,1,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,30.0,000,TERCIO,20,10.0,0.0,000,,,,,30.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00017,3,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,10.0,000,TERCIO,20,10.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00026,4,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,5.0,000,TERCIO,20,10.0,0.0,000,,,,,5.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00027,5,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,5.0,000,CARGA,09,10.0,0.0,000,,,,,0.0,000,5.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00032,6,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,TERCIO,20,5.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00035,7,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,5.0,000,TERCIO,20,5.0,0.0,000,,,,,5.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00035,7,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,5.0,000,TERCIO,20,8.0,0.0,000,,,,,5.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00036,8,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,12.0,000,TERCIO,20,10.0,0.0,000,,,,,0.0,000,12.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00037,9,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,4.0,000,TERCIO,20,5.0,0.0,000,,,,,0.0,000,4.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00049,10,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,5.0,000,TERCIO,20,8.0,0.0,000,,,,,5.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00061,13,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,40.0,000,TERCIO,20,8.0,0.0,000,,,,,0.0,000,40.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00069,14,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,15.0,000,TERCIO,20,5.0,0.0,000,,,,,15.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00069,14,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,ARVEJA GRANO SECO,2501.0,RASTROJO DE ARVEJA,4132.0,4.0,000,CARGA,09,12.0,0.0,000,,,,,4.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00069,14,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,6.0,000,TERCIO,20,5.0,0.0,000,,,,,6.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04747,00075,15,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,30.0,000,ATADO,02,1.0,0.0,000,,,,,0.0,000,30.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04780,00024,4,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,BRAZADA,29,15.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04780,00143,12,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ MORADO,2110.0,CHALA DE MAIZ,4105.0,50.0,000,BRAZADA,29,15.0,50.0,000,2.0,00,100.0,0.1333,0.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04780,00172,15,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,5.0,000,BRAZADA,29,15.0,0.0,000,,,,,5.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04812,00007,1,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,TERCIO,20,10.0,10.0,000,5.0,00,50.0,0.5,0.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04812,00015,2,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,TERCIO,20,10.0,20.0,000,5.0,00,100.0,0.5,0.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04812,00037,4,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ MORADO,2110.0,CHALA DE MAIZ,4105.0,30.0,000,TERCIO,20,10.0,0.0,000,,,,,0.0,000,30.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04812,00053,5,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,TERCIO,20,10.0,10.0,000,5.0,00,50.0,0.5,0.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04812,00061,6,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,40.0,000,TERCIO,20,12.0,40.0,000,0.0,90,36.0,0.075,0.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04812,00062,7,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ MORADO,2110.0,CHALA DE MAIZ,4105.0,20.0,000,TERCIO,20,15.0,20.0,000,2.0,50,50.0,0.1667,0.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04812,00068,9,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,15.0,000,TERCIO,20,10.0,0.0,000,,,,,15.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04812,00071,10,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,50.0,000,TERCIO,20,10.0,0.0,000,,,,,50.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04812,00074,11,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,12.0,000,TERCIO,20,10.0,0.0,000,,,,,12.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04812,00097,13,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,10.0,000,MANTADA,15,10.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04812,00097,13,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,TERCIO,20,10.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04812,00105,14,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,15.0,000,CARGA,09,10.0,0.0,000,,,,,15.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04812,00105,14,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,TERCIO,20,10.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00002,1,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,30.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,30.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00002,1,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,10.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00017,3,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00043,5,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,50.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,50.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00052,6,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,20.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00061,7,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,10.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00061,7,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,6.0,000,TERCIO,20,5.0,0.0,000,,,,,6.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00062,8,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,50.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,0.0,000,50.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00062,8,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,10.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,0.0,000,10.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00071,9,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,30.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,30.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00071,9,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00078,10,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,20.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00078,10,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,10.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00095,11,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,30.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,30.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00095,11,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,10.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00099,12,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,25.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,25.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00102,14,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00115,15,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,20.0,000,0.0,000,
2022.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04845,00115,15,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,ARVEJA GRANO VERDE,2401.0,RASTROJO DE ARVEJA,4132.0,10.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04907,00001,1,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,TERCIO,20,12.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04907,00005,2,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,TERCIO,20,12.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04907,00005,2,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,3.0,000,PACA,43,15.0,0.0,000,,,,,3.0,000,0.0,000,
2022.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04907,00020,5,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,12.0,000,TERCIO,20,13.0,0.0,000,,,,,12.0,000,0.0,000,
2022.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04907,00047,10,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,5.0,000,TERCIO,20,13.0,0.0,000,,,,,5.0,000,0.0,000,
2022.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04907,00075,13,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,15.0,000,TERCIO,20,15.0,0.0,000,,,,,15.0,000,0.0,000,
2022.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04907,00075,13,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,5.0,000,PACA,43,20.0,0.0,000,,,,,0.0,000,5.0,000,
2022.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04907,00095,15,Completa,Sierra,Sierra Norte,250.05045045045046,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,50.0,000,TERCIO,20,14.0,0.0,000,,,,,50.0,000,0.0,000,
